158491 0 2261272 1
158491 1 1880296 1
158491 2 685181 1
158491 3 967619 1
158491 4 1957435 1
158491 5 637819 1
158491 6 1397771 1
158491 7 607552 1
158491 8 1093529 1
158491 9 1180246 1
158491 10 1059585 1
158491 11 2337647 1
158491 12 1158969 1
158491 13 2416831 1
158491 14 2449064 1
158491 15 730939 1
158491 16 1215627 1
158491 17 1172292 1
158491 18 2390322 1
158491 19 471966 1
5728 20 5728 0
5728 21 1890681 1
5728 22 283099 1
5728 23 98452 1
5728 24 592647 1
5728 25 970793 1
5728 26 911906 1
5728 27 375146 1
5728 28 231269 1
5728 29 501880 1
5728 30 645822 1
5728 31 255972 1
5728 32 1597007 1
5728 33 849904 1
5728 34 79940 1
5728 35 2184293 1
5728 36 1240125 1
5728 37 2149047 1
5728 38 1404651 1
5728 39 561547 1
13554 40 166298 1
13554 41 1343180 1
13554 42 108030 1
13554 43 2164385 1
13554 44 1339419 1
13554 45 634118 1
13554 46 2146926 1
13554 47 171944 1
13554 48 609182 1
13554 49 147733 1
13554 50 1565185 1
13554 51 465358 1
13554 52 507145 1
13554 53 2136724 1
13554 54 1435481 1
13554 55 36049 1
13554 56 1354456 1
13554 57 295588 1
32674 58 1317839 1
32674 59 1378846 1
32674 60 1505849 1
32674 61 671380 1
32674 62 834604 1
32674 63 1415478 1
32674 64 910449 1
32674 65 693088 1
32674 66 1423812 1
32674 67 484924 1
32674 68 1205770 1
32674 69 1151820 1
32674 70 1560729 1
32674 71 1572828 1
32674 72 375161 1
32674 73 1631 1
32674 74 870643 1
32674 75 1134226 1
32674 76 968448 1
32674 77 39812 1
406391 78 1248550 1
406391 79 2002272 1
406391 80 2328959 1
406391 81 1789451 1
406391 82 2244630 1
406391 83 1512849 1
406391 84 1931448 1
406391 85 2186467 1
406391 86 2382229 1
406391 87 1712644 1
406391 88 1828795 1
406391 89 2264449 1
5115 90 5115 0
5115 91 897966 1
5115 92 1384004 1
5115 93 546166 1
5115 94 481955 1
15469 95 2069564 1
15469 96 2365922 1
15469 97 2102316 1
15469 98 2316444 1
15469 99 2392139 1
15469 100 615683 1
15469 101 1015449 1
15469 102 1466254 1
15469 103 639863 1
15469 104 320385 1
15469 105 1093013 1
15469 106 1511886 1
15469 107 2350741 1
15469 108 2235862 1
15469 109 1373740 1
15469 110 2170506 1
15469 111 1698755 1
15469 112 676314 1
15469 113 1576770 1
15469 114 1950839 1
62953 115 62953 0
62953 116 1335 1
62953 117 62956 1
62953 118 373568 1
62953 119 1547418 1
62953 120 252433 1
62953 121 289330 1
62953 122 2397733 1
152444 123 242736 1
152444 124 152444 0
152444 125 289563 1
152444 126 376703 1
152444 127 2124613 1
152444 128 279748 1
152444 129 1150937 1
152444 130 247573 1
152444 131 2251234 1
152444 132 1647163 1
152444 133 128064 1
152444 134 1225505 1
104086 135 104086 0
104086 136 1531009 1
104086 137 1464230 1
104086 138 1282288 1
104086 139 1800147 1
104086 140 453448 1
104086 141 410882 1
104086 142 1548144 1
104086 143 1196712 1
104086 144 2283603 1
104086 145 1735721 1
104086 146 1648450 1
104086 147 1047983 1
104086 148 410883 1
104086 149 410658 1
104086 150 2137798 1
104086 151 1882766 1
104086 152 1327711 1
104086 153 1547597 1
104086 154 410885 1
145194 155 2341007 1
145194 156 926875 1
145194 157 145194 0
145194 158 1836539 1
145194 159 1089847 1
145194 160 1916175 1
145194 161 1400670 1
145194 162 839437 1
145194 163 1988207 1
145194 164 565665 1
145194 165 1368314 1
145194 166 1977659 1
145194 167 1260423 1
145194 168 1585454 1
145194 169 1902882 1
145194 170 1832016 1
145194 171 2417601 1
145194 172 2137412 1
145194 173 436568 1
145194 174 1939883 1
73752 175 1769992 1
73752 176 269878 1
73752 177 508040 1
73752 178 814635 1
73752 179 648108 1
73752 180 374029 1
73752 181 1628945 1
73752 182 438636 1
73752 183 1815826 1
73752 184 943266 1
73752 185 840107 1
73752 186 986718 1
73752 187 2431791 1
73752 188 1531852 1
73752 189 2033058 1
73752 190 738934 1
73752 191 266565 1
73752 192 1528164 1
73752 193 1608767 1
73752 194 1033756 1
1368508 195 1368508 0
1368508 196 1122285 1
1368508 197 458039 1
1368508 198 395325 1
1368508 199 918895 1
1368508 200 1056618 1
1368508 201 1965008 1
1368508 202 71915 1
1368508 203 471631 1
1368508 204 1192490 1
1368508 205 1197492 1
1368508 206 1919569 1
1368508 207 165829 1
1368508 208 863780 1
1368508 209 97371 1
1368508 210 369736 1
1368508 211 370186 1
1368508 212 684519 1
