158491 0 1880296 0 16.965492 BM25
158491 0 2261272 1 16.965492 BM25
158491 0 1158969 2 14.833276 BM25
158491 0 1397771 3 14.833276 BM25
158491 0 607552 4 14.833276 BM25
158491 0 685181 5 14.833276 BM25
158491 0 967619 6 14.833276 BM25
158491 0 1957435 7 14.833276 BM25
158491 0 637819 8 14.833276 BM25
158491 0 1093529 9 14.833276 BM25
158491 0 1180246 10 14.833276 BM25
158491 0 1059585 11 14.833276 BM25
158491 0 2337647 12 14.833276 BM25
158491 0 2416831 13 11.953517 BM25
158491 0 2449064 14 11.531843 BM25
158491 0 663366 15 11.531843 BM25
158491 0 1215627 16 11.138907 BM25
158491 0 1170039 17 11.138907 BM25
158491 0 2390322 18 11.138907 BM25
158491 0 1552365 19 11.138907 BM25
5728 0 5728 0 17.517227 BM25
5728 0 98452 1 12.799604 BM25
5728 0 1890681 2 12.799604 BM25
5728 0 283099 3 12.799604 BM25
5728 0 592647 4 9.611742 BM25
5728 0 1893219 5 9.295022 BM25
5728 0 2149047 6 9.295022 BM25
5728 0 1404651 7 9.295022 BM25
5728 0 561547 8 9.295022 BM25
5728 0 360311 9 9.295022 BM25
5728 0 1118917 10 9.295022 BM25
5728 0 1676369 11 9.295022 BM25
5728 0 1240125 12 9.295022 BM25
5728 0 375146 13 9.295022 BM25
5728 0 501880 14 9.295022 BM25
5728 0 654466 15 9.295022 BM25
5728 0 970793 16 9.295022 BM25
5728 0 645822 17 9.295022 BM25
5728 0 255972 18 9.295022 BM25
5728 0 1597007 19 9.295022 BM25
13554 0 1565185 0 11.691456 BM25
13554 0 465358 1 11.691456 BM25
13554 0 507145 2 11.691456 BM25
13554 0 2136724 3 11.691456 BM25
13554 0 1339419 4 11.691456 BM25
13554 0 634118 5 11.691456 BM25
13554 0 2146926 6 11.691456 BM25
13554 0 171944 7 11.691456 BM25
13554 0 609182 8 11.691456 BM25
13554 0 108030 9 11.691456 BM25
13554 0 2164385 10 11.691456 BM25
13554 0 36049 11 11.691456 BM25
13554 0 1354456 12 11.691456 BM25
13554 0 295588 13 11.691456 BM25
13554 0 166298 14 11.691456 BM25
13554 0 1343180 15 11.691456 BM25
13554 0 1435481 16 11.691456 BM25
13554 0 147733 17 11.691456 BM25
32674 0 1317839 0 25.764572 BM25
32674 0 1378846 1 23.597218 BM25
32674 0 671380 2 22.526491 BM25
32674 0 834604 3 22.526491 BM25
32674 0 1505849 4 22.526491 BM25
32674 0 1415478 5 17.512785 BM25
32674 0 910449 6 17.512785 BM25
32674 0 1596359 7 16.358648 BM25
32674 0 910229 8 16.358648 BM25
32674 0 1551439 9 16.358648 BM25
32674 0 1855964 10 16.358648 BM25
32674 0 2086181 11 16.358648 BM25
32674 0 641096 12 16.358648 BM25
32674 0 1190958 13 16.358648 BM25
32674 0 958943 14 16.358648 BM25
32674 0 1681132 15 16.358648 BM25
32674 0 887943 16 16.358648 BM25
32674 0 1151820 17 16.358648 BM25
32674 0 1560729 18 16.358648 BM25
32674 0 1572828 19 16.358648 BM25
406391 0 2264449 0 17.359068 BM25
406391 0 2382229 1 16.787064 BM25
406391 0 1712644 2 16.787064 BM25
406391 0 1828795 3 16.787064 BM25
406391 0 2244630 4 16.787064 BM25
406391 0 1512849 5 16.787064 BM25
406391 0 2328959 6 16.787064 BM25
406391 0 2002272 7 16.787064 BM25
406391 0 1789451 8 16.787064 BM25
406391 0 1248550 9 16.787064 BM25
406391 0 1931448 10 16.787064 BM25
406391 0 2186467 11 16.787064 BM25
5115 0 5115 0 21.048279 BM25
5115 0 897966 1 21.048279 BM25
5115 0 1384004 2 16.363577 BM25
5115 0 481955 3 15.285177 BM25
15469 0 2069564 0 23.578808 BM25
15469 0 2102316 1 21.884136 BM25
15469 0 2316444 2 21.884136 BM25
15469 0 2365922 3 21.884136 BM25
15469 0 2392139 4 21.884136 BM25
15469 0 615683 5 20.04321 BM25
15469 0 1126991 6 19.577923 BM25
15469 0 1841901 7 19.133747 BM25
15469 0 1234740 8 19.133747 BM25
15469 0 2351964 9 19.133747 BM25
15469 0 975904 10 19.133747 BM25
15469 0 881423 11 19.133747 BM25
15469 0 1725001 12 19.133747 BM25
15469 0 2333769 13 19.133747 BM25
15469 0 1563034 14 19.133747 BM25
15469 0 2433489 15 19.133747 BM25
15469 0 1303237 16 19.133747 BM25
15469 0 1597587 17 19.133747 BM25
15469 0 2452830 18 19.133747 BM25
15469 0 1601230 19 19.133747 BM25
62953 0 62953 0 19.47054 BM25
62953 0 373568 1 11.473872 BM25
62953 0 1547418 2 11.473872 BM25
62953 0 252433 3 11.473872 BM25
62953 0 1335 4 11.473872 BM25
62953 0 289330 5 11.473872 BM25
62953 0 62956 6 11.473872 BM25
62953 0 2397733 7 11.473872 BM25
152444 0 242736 0 23.596125 BM25
152444 0 152444 1 23.596125 BM25
152444 0 289563 2 19.015131 BM25
152444 0 1150937 3 17.135412 BM25
152444 0 247573 4 17.135412 BM25
152444 0 1225505 5 17.135412 BM25
152444 0 376703 6 17.135412 BM25
152444 0 128064 7 17.135412 BM25
152444 0 2124613 8 17.135412 BM25
152444 0 279748 9 17.135412 BM25
152444 0 2251234 10 17.135412 BM25
152444 0 1647163 11 17.135412 BM25
104086 0 104086 0 16.286755 BM25
104086 0 1464230 1 14.394924 BM25
104086 0 1531009 2 14.394924 BM25
104086 0 1800147 3 13.360322 BM25
104086 0 1548144 4 13.360322 BM25
104086 0 1282288 5 13.360322 BM25
104086 0 453448 6 13.360322 BM25
104086 0 410882 7 13.360322 BM25
104086 0 1196712 8 12.534323 BM25
104086 0 1439799 9 11.681202 BM25
104086 0 1547597 10 11.681202 BM25
104086 0 410885 11 11.681202 BM25
104086 0 1327711 12 11.681202 BM25
104086 0 1735721 13 11.681202 BM25
104086 0 1648450 14 11.681202 BM25
104086 0 1047983 15 11.681202 BM25
104086 0 410883 16 11.681202 BM25
104086 0 2283603 17 11.681202 BM25
104086 0 410658 18 11.681202 BM25
104086 0 2032437 19 11.681202 BM25
145194 0 2341007 0 18.206951 BM25
145194 0 145194 1 17.193043 BM25
145194 0 926875 2 17.193043 BM25
145194 0 1089847 3 16.3942 BM25
145194 0 1916175 4 16.3942 BM25
145194 0 1400670 5 16.3942 BM25
145194 0 1260423 6 13.303576 BM25
145194 0 565665 7 13.303576 BM25
145194 0 2353524 8 10.342608 BM25
145194 0 2417601 9 10.342608 BM25
145194 0 1904588 10 9.990194 BM25
145194 0 1939883 11 9.661004 BM25
145194 0 485412 12 9.661004 BM25
145194 0 1490667 13 9.661004 BM25
145194 0 1326446 14 9.661004 BM25
145194 0 1091413 15 9.661004 BM25
145194 0 406476 16 9.661004 BM25
145194 0 930936 17 9.661004 BM25
145194 0 2000075 18 9.661004 BM25
145194 0 1497973 19 9.661004 BM25
73752 0 508040 0 16.615372 BM25
73752 0 1769992 1 16.238407 BM25
73752 0 269878 2 16.238407 BM25
73752 0 814635 3 13.582508 BM25
73752 0 648108 4 12.624235 BM25
73752 0 840107 5 12.1940775 BM25
