158491 0 2261272 0 16.906277 BM25
158491 0 1880296 1 16.906277 BM25
158491 0 685181 2 14.822491 BM25
158491 0 967619 3 14.822491 BM25
158491 0 1957435 4 14.822491 BM25
158491 0 637819 5 14.822491 BM25
158491 0 1397771 6 14.822491 BM25
158491 0 607552 7 14.822491 BM25
158491 0 1093529 8 14.822491 BM25
158491 0 1180246 9 14.822491 BM25
158491 0 1059585 10 14.822491 BM25
158491 0 2337647 11 14.822491 BM25
158491 0 1158969 12 14.822491 BM25
158491 0 2416831 13 11.634303 BM25
158491 0 2449064 14 11.213023 BM25
158491 0 730939 15 11.213023 BM25
158491 0 1215627 16 11.213023 BM25
158491 0 1172292 17 11.213023 BM25
158491 0 2390322 18 11.213023 BM25
158491 0 471966 19 11.213023 BM25
5728 0 5728 0 17.539532 BM25
5728 0 1890681 1 12.907022 BM25
5728 0 283099 2 12.907022 BM25
5728 0 98452 3 12.907022 BM25
5728 0 592647 4 9.763996 BM25
5728 0 970793 5 9.422796 BM25
5728 0 911906 6 9.422796 BM25
5728 0 375146 7 9.422796 BM25
5728 0 231269 8 9.422796 BM25
5728 0 501880 9 9.422796 BM25
5728 0 645822 10 9.422796 BM25
5728 0 255972 11 9.422796 BM25
5728 0 1597007 12 9.422796 BM25
5728 0 849904 13 9.422796 BM25
5728 0 79940 14 9.422796 BM25
5728 0 2184293 15 9.422796 BM25
5728 0 1240125 16 9.422796 BM25
5728 0 2149047 17 9.422796 BM25
5728 0 1404651 18 9.422796 BM25
5728 0 561547 19 9.422796 BM25
13554 0 166298 0 10.986151 BM25
13554 0 1343180 1 10.986151 BM25
13554 0 108030 2 10.986151 BM25
13554 0 2164385 3 10.986151 BM25
13554 0 1339419 4 10.986151 BM25
13554 0 634118 5 10.986151 BM25
13554 0 2146926 6 10.986151 BM25
13554 0 171944 7 10.986151 BM25
13554 0 609182 8 10.986151 BM25
13554 0 147733 9 10.986151 BM25
13554 0 1565185 10 10.986151 BM25
13554 0 465358 11 10.986151 BM25
13554 0 507145 12 10.986151 BM25
13554 0 2136724 13 10.986151 BM25
13554 0 1435481 14 10.986151 BM25
13554 0 36049 15 10.986151 BM25
13554 0 1354456 16 10.986151 BM25
13554 0 295588 17 10.986151 BM25
32674 0 1317839 0 25.954485 BM25
32674 0 1378846 1 23.313421 BM25
32674 0 1505849 2 22.75546 BM25
32674 0 671380 3 22.75546 BM25
32674 0 834604 4 22.75546 BM25
32674 0 1415478 5 17.214214 BM25
32674 0 910449 6 17.214214 BM25
32674 0 693088 7 16.612667 BM25
32674 0 1423812 8 16.612667 BM25
32674 0 484924 9 16.612667 BM25
32674 0 1205770 10 16.612667 BM25
32674 0 1151820 11 16.612667 BM25
32674 0 1560729 12 16.612667 BM25
32674 0 1572828 13 16.612667 BM25
32674 0 375161 14 16.612667 BM25
32674 0 1631 15 16.612667 BM25
32674 0 870643 16 16.612667 BM25
32674 0 1134226 17 16.612667 BM25
32674 0 968448 18 16.612667 BM25
32674 0 39812 19 16.612667 BM25
406391 0 1248550 0 17.499521 BM25
406391 0 2002272 1 16.888006 BM25
406391 0 2328959 2 16.888006 BM25
406391 0 1789451 3 16.888006 BM25
406391 0 2244630 4 16.888006 BM25
406391 0 1512849 5 16.888006 BM25
406391 0 1931448 6 16.888006 BM25
406391 0 2186467 7 16.888006 BM25
406391 0 2382229 8 16.888006 BM25
406391 0 1712644 9 16.888006 BM25
406391 0 1828795 10 16.888006 BM25
406391 0 2264449 11 16.888006 BM25
